Participant,Group,Tot_session,Inc_session,Game,BonusGames,TotalTrials,Perc_inhibitTrials,Perc_correct,CorrResponses,hits,go_trials,go_omissions,go_omissions_all,go_errors,P_go_errors,stop_trials,correct_inhibits,false_alarms,P_go_omission,P_Hit,P_false_alarm,P_corr_inhibit,P_val_adjusted,dprime,dprime_bias,mean_all_goRT,mean_stopRT,mean_SSD,SSD_std,mean_SSRT1,mean_SSRT2,mean_SSRT3,SSRT1_nRT,SSRT2_nRT,SSRT3_nRT,SSRT1_error_msg,SSRT2_error_msg,SSRT3_error_msg,FullSSRTExclude,mean_all_goRT2,mean_Corr_goRT,mean_InCorr_goRT,std_all_goRT,std_combined_goRT2,std_Corr_goRT,std_InCorr_goRT,std_StopRT,CovVar_all_goRT,CovVar_all_goRT2,CovVar_Corr_goRT,CovVar_InCorr_goRT,CovVar_StopRT
1,1,8,8,AB_Driving,7,82,30.4878048780488,82.9268292682927,68,51,57,5,5,1,0.0175438596491228,25,17,8,0.087719298245614,0.894736842105263,0.32,0.68,0.350769230769231,1.82263276582873,-0.443617583799857,1190.29824561404,1027.25,980,32.2748612183951,145,150,150,1125,1130,1130,,,"",0,1217.85483870968,1154.88235294118,1491.33333333333,196.241466139502,210.125633518257,174.485718276176,72.9867567896167,290.193408411897,0.164867474906063,0.172537503517978,0.151085275337187,0.0489406058043921,0.282495408529469
1,1,8,8,Conveyor_Belt,7,86,50,82.5581395348837,71,39,43,4,4,0,0,43,32,11,0.0930232558139535,0.906976744186046,0.255813953488372,0.744186046511628,0.350769230769231,1.97867036976648,-0.33303019401648,1091.37209302326,1175.54545454545,980,57.0354749625897,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,1217.85483870968,1047.23076923077,1521.75,257.623943657252,210.125633518257,227.716520624179,7.54431353183752,160.94866488192,0.236055095511557,0.172537503517978,0.217446361694897,0.00495765633766224,0.136914029363632
1,1,8,8,HR_Driving,8,18,27.7777777777778,83.3333333333333,15,13,13,0,0,0,0,5,2,3,0,1,0.6,0.4,0.350769230769231,5.47738176613128,-2.99203798620144,679.384615384615,727,980,35.3553390593274,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,1217.85483870968,679.384615384615,NaN,282.791306579469,210.125633518257,282.791306579469,NaN,279.962497488503,0.416246261948946,0.172537503517978,0.416246261948946,NaN,0.38509284386314
1,1,9,9,HR_Driving,8,122,29.5081967213115,81.9672131147541,100,82,86,2,2,0,0,36,18,18,0.0232558139534884,0.953488372093023,0.5,0.5,0.511904761904762,1.99072046158203,-0.995360230791016,550.047619047619,310.888888888889,156.944444444444,58.7400785273294,379.055555555556,387.055555555556,387.055555555556,536,544,544,,,"",0,572.372093023256,526.707317073171,1507,253.87426471271,290.024017119541,207.076146774764,4.24264068711928,178.731770403681,0.461549611199629,0.506705376895022,0.393152211982649,0.00281528910890463,0.574905623171238
1,1,9,9,Mining,8,100,30,78,78,62,70,4,4,4,0.0571428571428571,30,16,14,0.0571428571428571,0.885714285714286,0.466666666666667,0.533333333333333,0.494949494949495,1.6628712531907,-0.747783892688223,1026.1,837.785714285714,651.666666666667,96.0274146679795,355.333333333333,364.333333333333,364.333333333333,1007,1016,1016,,,"",0,1053.5,985.806451612903,1338.375,235.432574427264,256.33883024312,186.065724216434,344.742528148596,227.836371301669,0.229444083839065,0.243321148783218,0.188744680978713,0.257582910730248,0.271950652078043
1,1,10,10,Chest_Picking,8,107,49.5327102803738,93.4579439252336,100,53,54,1,1,0,0,53,47,6,0.0185185185185185,0.981481481481482,0.113207547169811,0.886792452830189,0.494949494949495,3.29500069241419,-0.437855219824733,917.648148148148,1080,651.666666666667,139.11262417946,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,1053.5,906.377358490566,1515,327.311354708379,256.33883024312,319.689526452866,0,176.999435027347,0.356685027228472,0.243321148783218,0.352711289021231,0,0.163888365766062
1,1,10,10,HR_Driving,8,102,30.3921568627451,84.3137254901961,86,69,71,1,1,0,0,31,17,14,0.0140845070422535,0.971830985915493,0.451612903225806,0.548387096774194,0.458064516129032,2.31651188205554,-1.03666855827729,685.228571428571,428.142857142857,266.129032258065,109.83859125568,337.870967741935,338.870967741935,338.870967741935,604,605,605,,,"",0,696.746478873239,673.376811594203,1503,249.11065997057,265.68519063572,230.199089118226,0,179.037966383093,0.363543889378725,0.381322616894138,0.34185776099601,0,0.418173428322205
1,1,11,11,HR_Driving,8,193,29.0155440414508,82.3834196891192,159,131,137,4,4,0,0,56,28,28,0.0291970802919708,0.956204379562044,0.5,0.5,0.515037593984963,1.89272717498161,-0.946363587490805,823.755555555556,642.035714285714,254.464285714286,82.7245075890099,509.535714285714,521.535714285714,521.535714285714,764,776,776,,,"",0,844.625899280576,801.75572519084,1544.25,278.661150532184,300.346979858087,252.150720848984,6.39661368746516,242.271730232484,0.33828136108199,0.355597644014838,0.314498185577615,0.00414221381736452,0.377349304472912
1,1,11,11,Treasure_Collect,8,231,29.8701298701299,82.2510822510823,190,150,162,5,5,7,0.0432098765432099,69,40,29,0.0308641975308642,0.925925925925926,0.420289855072464,0.579710144927536,0.433674882304071,2.0693936709683,-0.833544819379779,838.617283950617,661.827586206897,633.333333333333,124.75466119627,196.666666666667,200.666666666667,200.666666666667,830,834,834,,,"",0,859.317365269461,832.5,915.083333333333,285.181235516494,304.705607277368,211.940879118708,758.297310166705,304.699039916617,0.340061242445472,0.354590305738578,0.25458363858103,0.82866475931158,0.460390358859058
1,1,12,12,Conveyor_Belt,8,85,50.5882352941176,80,68,29,42,13,13,0,0,43,39,4,0.30952380952381,0.69047619047619,0.0930232558139535,0.906976744186046,0.433674882304071,1.81956594958127,0.412582404109083,1192.78571428571,1299,633.333333333333,14.695129936609,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,859.317365269461,1046.51724137931,1519.07692307692,305.980195095926,304.705607277368,255.902969989137,6.22443489351361,149.672976852871,0.256525704014789,0.354590305738578,0.244528193010807,0.00409751132345943,0.115221691187737
1,1,12,12,HR_Driving,8,70,30,80,56,44,49,5,5,0,0,21,12,9,0.102040816326531,0.897959183673469,0.428571428571429,0.571428571428571,0.477272727272727,1.45002078486284,-0.544998022638715,936.326530612245,574,447.619047619048,88.7076525393814,378.380952380952,388.380952380952,388.380952380952,826,836,836,,,"",0,990.555555555556,870.272727272727,1517.6,383.656985891211,403.323769313292,347.207756560312,4.72228758124704,238.916303336545,0.409746998881198,0.40716925673804,0.398964308175434,0.00311168132659926,0.416230493617674
1,1,13,13,AB_Driving,8,151,45.0331125827815,79.4701986754967,120,64,83,18,18,1,0.0120481927710843,68,56,12,0.216867469879518,0.771084337349398,0.176470588235294,0.823529411764706,0.225339366515837,1.71171588445259,0.073041549420977,1282.49397590361,1032.41666666667,985.294117647059,29.9985366924363,150.705882352941,162.705882352941,165.705882352941,1136,1148,1151,,,"",0,1324.82178217822,1216.234375,1505.68421052632,214.63965113957,214.759465264728,199.496886413027,48.8604050462801,277.533112957497,0.167361137886313,0.162104418989571,0.164028324238925,0.0324506325461172,0.268818900273627
1,1,13,13,Chest_Picking,8,109,49.5412844036697,79.8165137614679,87,50,55,5,5,0,0,54,37,17,0.0909090909090909,0.909090909090909,0.314814814814815,0.685185185185185,0.225339366515837,1.81742595095686,-0.426464760640507,930.581818181818,944.411764705882,985.294117647059,59.8740817080092,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,1324.82178217822,870.92,1527.2,310.513773232369,214.759465264728,257.482223678071,8.87130204648675,207.595477679407,0.333677025668796,0.162104418989571,0.295643943965084,0.00580886723840149,0.219814582407345
1,1,13,13,Mining,8,100,30,76,76,58,70,6,6,5,0.0714285714285714,30,18,12,0.0857142857142857,0.828571428571429,0.4,0.6,0.4375,1.62097502645149,-0.557140410089944,1110.20289855072,956.083333333333,838.333333333333,83.7518227628029,288.666666666667,293.666666666667,293.666666666667,1127,1132,1132,,,"",0,1142.82666666667,1068.72413793103,1328.90909090909,315.651920154713,322.432158099307,265.902290001781,460.345838374901,344.313667337141,0.284319128122228,0.282135661954546,0.248803484982146,0.346408826250097,0.360129347864176
1,1,14,14,Treasure_Collect,8,231,30.3030303030303,77.4891774891775,179,142,161,12,12,7,0.0434782608695652,70,37,33,0.0745341614906832,0.881987577639752,0.471428571428571,0.528571428571429,0.509395973154362,1.51450943632088,-0.685575434331809,920.099378881988,740.030303030303,841.428571428571,117.94478829048,50.5714285714286,78.5714285714286,81.5714285714286,892,920,923,,,"",0,962.751445086705,890.732394366197,1139.57894736842,336.71388456984,360.576978783606,268.051093771767,622.335861072306,321.39972044641,0.3659538222697,0.374527590297341,0.300933361655157,0.546110352871504,0.434306161694096
1,1,15,15,Treasure_Collect,8,166,30.1204819277108,60.2409638554217,100,77,116,27,27,12,0.103448275862069,50,23,27,0.232758620689655,0.663793103448276,0.54,0.46,0.703820224719101,0.629358433046301,-0.415112937034621,1029.81896551724,801.407407407407,805,114.39726698605,257,428,467,1062,1233,1272,,,"",0,1125.2027972028,931.025974025974,1224.87179487179,430.243340632857,435.058366805342,269.307394998139,596.927624083575,397.080912047218,0.417785411843489,0.38664884933354,0.289258734462145,0.487338859938443,0.495479463225571
1,1,16,16,Treasure_Collect,8,169,35.5029585798817,76.3313609467456,129,98,109,7,7,2,0.018348623853211,60,31,29,0.0642201834862385,0.899082568807339,0.483333333333333,0.516666666666667,0.516503267973856,1.56207029869481,-0.739245851530949,899.224299065421,699.551724137931,650,220.169426286182,217,235,235,867,885,885,,,"",0,938.69298245614,856.602040816327,1363.33333333333,290.492727425325,321.218039343801,221.203024708348,510.150222973586,220.588593508837,0.32304812906773,0.342197124456302,0.258233128300214,0.374193317584538,0.315328496660732
1,1,17,17,AB_Driving,9,15,26.6666666666667,93.3333333333333,14,11,11,0,0,0,0,4,3,1,0,1,0.25,0.75,0.25,6.40521861946316,-2.5281195595355,1097.27272727273,974,987.5,25,-58.5,-58.5,-58.5,929,929,929,SSRT1 is negative,SSRT2 is negative,"SSRT3 is negative",1,1097.27272727273,1097.27272727273,NaN,195.70083848011,195.70083848011,195.70083848011,NaN,0,0.178352048324873,0.178352048324873,0.178352048324873,NaN,0
1,1,17,17,Conveyor_Belt,10,85,50.5882352941176,71.7647058823529,61,24,42,16,16,2,0.0476190476190476,43,37,6,0.380952380952381,0.571428571428571,0.13953488372093,0.86046511627907,0.225402504472272,1.38539184251731,0.389715473202446,1268.83333333333,1163.66666666667,982.558139534884,30.6355709262953,-93.5581395348837,-1.55813953488371,20.4418604651163,889,981,1003,SSRT1 is negative,SSRT2 is negative,"",0,1342.53448275862,1147.54166666667,1430.55555555556,321.182260897838,297.842547330977,243.413761028359,346.653789353589,460.032027870524,0.253131953945492,0.221850947708229,0.212117579778534,0.24232109547047,0.395329728906208
1,1,17,17,HR_Driving,10,118,44.9152542372881,82.2033898305085,97,62,65,3,3,0,0,53,35,18,0.0461538461538462,0.953846153846154,0.339622641509434,0.660377358490566,0.356055995130858,2.09684149193386,-0.634927518036676,1083.84615384615,824,817.924528301887,171.55800197204,240.075471698113,253.075471698113,253.075471698113,1058,1071,1071,,,"",0,1103.79411764706,1062.58064516129,1523.33333333333,232.120673813296,245.393108858683,215.777097220309,18.5831464863551,252.696283638493,0.214163858025042,0.222317826246242,0.203068913595312,0.0121990020698174,0.306670247134094
1,1,17,17,Treasure_Collect,10,119,30.2521008403361,78.9915966386555,94,73,83,6,6,4,0.0481927710843374,36,21,15,0.072289156626506,0.879518072289157,0.416666666666667,0.583333333333333,0.449134199134199,1.66938041661075,-0.624261814057451,1039.34939759036,774,850,95.6182887467515,134,142,142,984,992,992,,,"",0,1072.69662921348,1033,1085.7,305.771612272271,320.436470958483,228.654518627752,656.412818955335,295.176218554273,0.294195208061096,0.298720497698806,0.221349969629963,0.604598709547144,0.381364623455133
1,1,18,18,AB_Driving,10,91,42.8571428571429,89.010989010989,81,49,52,1,1,2,0.0384615384615385,39,32,7,0.0192307692307692,0.942307692307692,0.17948717948718,0.82051282051282,0.183006535947712,2.98722301651428,-0.576290322637911,1169.76923076923,952.714285714286,988.461538461538,26.8071535561196,86.5384615384615,86.5384615384615,86.5384615384615,1075,1075,1075,,,"",0,1176.90566037736,1161.91836734694,1298,140.850026677608,148.85037197325,132.472298477627,241.94834159382,142.455506838351,0.120408387374821,0.126476043904422,0.11401170874001,0.186400879502173,0.149525948098434
1,1,18,18,Mining,10,96,30.2083333333333,72.9166666666667,70,56,67,11,11,0,0,29,14,15,0.164179104477612,0.835820895522388,0.517241379310345,0.482758620689655,0.61884236453202,0.934194985513858,-0.510328683909746,1189.29850746269,1022.26666666667,793.103448275862,63.7015052679214,358.896551724138,377.896551724138,377.896551724138,1152,1171,1171,,,"",0,1245.94871794872,1118.48214285714,1549.81818181818,219.89460388086,247.4814382354,163.919491444199,17.191964296253,209.944028822196,0.184894374710009,0.198628911985113,0.146555304875471,0.0110928910874462,0.205371099017409
2,1,1,1,AB_Driving,0,81,30.8641975308642,79.0123456790123,64,43,56,11,11,2,0.0357142857142857,25,21,4,0.196428571428571,0.767857142857143,0.16,0.84,0.199111111111111,1.84890528190574,0.0700052422568818,1173.21428571429,1097.25,664,227.998538007009,228,276,286,892,940,950,,,"",0,1234.58208955224,1078.76744186047,1485.61538461538,273.706127362623,286.167949693762,232.149873307382,130.544078418963,276.655471661054,0.233295938086862,0.231793375357932,0.215199184086434,0.0878720560993383,0.252135312518618
2,1,1,1,HR_Driving,1,17,29.4117647058824,70.5882352941177,12,10,12,2,2,0,0,5,2,3,0.166666666666667,0.833333333333333,0.6,0.4,0.72,0.714074462965902,-0.610384334618751,848.666666666667,590,180,27.3861278752583,709,717,717,889,897,897,,,"",0,947.142857142857,711.2,1536,360.556976542312,415.526516258933,181.408562826198,2.82842712474619,140.424356861621,0.424851111400996,0.438715778855586,0.255073907235937,0.00184142390933997,0.238007384511223
2,1,1,1,Mining,1,98,30.6122448979592,85.7142857142857,84,64,68,4,4,0,0,30,20,10,0.0588235294117647,0.941176470588235,0.333333333333333,0.666666666666667,0.354166666666667,1.99545377065726,-0.566999586033171,973.088235294118,797.1,491.666666666667,129.377377261739,317.333333333333,325.333333333333,347.333333333333,809,817,839,,,"",0,1005.02777777778,937.5,1542.5,271.377345664893,295.098549889871,237.586007818455,6.1913918736689,196.449852238286,0.278882567707613,0.293622282303844,0.253425075006352,0.00401386831356169,0.246455717272972
2,1,2,2,AB_Driving,1,80,30,63.75,51,39,56,16,16,1,0.0178571428571429,24,12,12,0.285714285714286,0.696428571428571,0.5,0.5,0.7,0.565948821932863,-0.282974410966432,1224.54464285714,1111.3,922.916666666667,53.1183393096442,383.783333333333,484.483333333333,560.883333333333,1306.7,1407.4,1483.8,,,"",0,1291.1125,1131.05384615385,1439.02352941176,301.430788027333,293.449879559322,234.462555473211,334.053277055868,299.014885613044,0.246157451086492,0.227284515918885,0.207295661714517,0.232138856820792,0.269067655550296
2,1,2,2,Chest_Picking,1,111,49.5495495495495,71.1711711711712,79,43,56,9,9,4,0.0714285714285714,55,36,19,0.160714285714286,0.767857142857143,0.345454545454545,0.654545454545455,0.411605415860735,1.38914813595384,-0.296952406700412,917.278571428572,795.726315789474,421.818181818182,120.862500833568,292.081818181818,302.081818181818,308.781818181818,713.9,723.9,730.6,,,"",0,1001.10615384615,771.576744186047,1399.21538461538,347.937047970821,385.283321838019,223.818060504944,227.682570867695,392.302877382182,0.379314483961991,0.384857610112372,0.29007880575905,0.162721603386515,0.493012320439549
2,1,3,3,AB_Driving,1,159,29.559748427673,73.5849056603774,117,79,112,32,32,1,0.00892857142857143,47,38,9,0.285714285714286,0.705357142857143,0.191489361702128,0.808510638297872,0.268085106382979,1.43836986765005,0.153236111892163,1310.91071428571,817.333333333333,982.978723404255,29.9938322367769,154.021276595745,171.021276595745,189.021276595745,1137,1154,1172,,,"",0,1364.04166666667,1216.98734177215,1535.75757575758,224.153645567291,221.247571200765,202.234155581763,26.1163625709898,362.56240842095,0.170990780016187,0.162200009433313,0.166176055115967,0.0170055241681662,0.443591853696106
2,1,3,3,HR_Driving,2,17,29.4117647058824,82.3529411764706,14,11,12,1,1,0,0,5,3,2,0.0833333333333333,0.916666666666667,0.4,0.6,0.436363636363636,1.63634123023644,-0.564823511982419,897.333333333333,707.5,230,57.0087712549569,399,528,528,629,758,758,,,"",0,946.307692307692,839.454545454545,1534,360.015235367852,387.285937565383,313.612296836831,0,135.057395206631,0.40120568577398,0.409260054328562,0.373590563699929,0,0.190893844815026
2,1,3,3,Treasure_Collect,2,229,30.5676855895197,94.3231441048035,216,150,159,9,9,0,0,70,66,4,0.0566037735849057,0.943396226415094,0.0571428571428572,0.942857142857143,0.0605714285714286,3.1631587568347,-0.00235985913377657,983.238993710692,628.75,877.142857142857,242.374383165604,-92.1428571428571,-92.1428571428571,-92.1428571428571,785,785,785,SSRT1 is negative,SSRT2 is negative,"SSRT3 is negative",1,1012.74404761905,950.453333333333,1529.66666666667,211.357890106741,240.284113195561,168.082138224609,5.33853912601566,304.791048643712,0.214960850270073,0.237260454663216,0.176844177751609,0.00349000160776792,0.48475713501982
2,1,4,4,Conveyor_Belt,2,140,42.8571428571429,72.8571428571429,102,61,80,18,18,0,0,60,41,19,0.225,0.7625,0.316666666666667,0.683333333333333,0.408602150537634,1.23245545484991,-0.139187298935513,1138.50632911392,892.736842105263,498.333333333333,255.775104251376,438.666666666667,535.666666666667,565.666666666667,937,1034,1064,,,"",0,1214.12371134021,1020.27868852459,1539.16666666667,325.043384615817,333.467022911435,273.816735010088,3.85395137183522,332.608184923887,0.285499848620772,0.274656544301683,0.268374453068357,0.00250392076134394,0.372571366204095
2,1,5,5,AB_Driving,2,78,30.7692307692308,58.974358974359,46,27,54,26,26,1,0.0185185185185185,24,19,5,0.481481481481481,0.5,0.208333333333333,0.791666666666667,0.401785714285714,0.85865352627044,0.382891038364693,1301.68518518519,989.4,989.583333333333,20.7425558499527,0.416666666666629,175.416666666667,288.416666666667,990,1165,1278,,,"",0,1379.7875,1099,1504.37037037037,276.130323625343,252.949071461361,218.205266805223,149.974394775639,333.750355805054,0.212132954087558,0.183324657935632,0.198548923389648,0.0996924678453455,0.337326011527243
2,1,5,5,Conveyor_Belt,2,85,49.4117647058824,65.8823529411765,56,30,43,13,13,0,0,42,26,16,0.302325581395349,0.697674418604651,0.380952380952381,0.619047619047619,0.546031746031746,0.820704000873874,-0.10737155238073,1226.48837209302,884.625,321.428571428571,132.122844326904,787.571428571429,927.571428571429,975.571428571429,1109,1249,1297,,,"",0,1300.19642857143,1091.86666666667,1537.15384615385,288.4655935655,286.078718959587,241.852011367073,4.84503446575553,350.694905390236,0.235196354184124,0.220027307161512,0.221503246459036,0.00315195156156843,0.396433410077983
2,1,5,5,Mining,3,16,31.25,87.5,14,9,11,2,2,0,0,5,5,0,0.181818181818182,0.818181818181818,0,1,0,6.63918673677368,2.41113549984945,1314.45454545455,0,800,79.0569415042095,NaN,NaN,NaN,0,0,0,n is 0,n value at 0,"n value at 0",1,1349.46153846154,1264.88888888889,1537.5,187.262042943232,191.113672711912,169.196959520882,6.36396103067893,0,0.142463688524486,0.141622170965904,0.133764286339419,0.00413916164597003,NaN
6,1,1,1,AB_Driving,0,85,29.4117647058824,77.6470588235294,66,51,60,9,9,0,0,25,15,10,0.15,0.85,0.4,0.6,0.470588235294118,1.28978049262959,-0.391543143178995,933.121666671667,689.29999998,464,115.036226178249,303.1000001,338.5000001,345.9999999,767.1000001,802.5000001,809.9999999,,,"",0,1022.37536232319,825.043137260784,1545.56666666667,336.087033765836,389.735531895643,231.769723000876,29.4228652581628,218.428798468146,0.360174932990913,0.381205911505956,0.280918309035782,0.0190369434672263,0.316884953539073
6,1,1,1,Mining,1,103,29.126213592233,67.9611650485437,70,55,73,18,18,0,0,30,15,15,0.246575342465753,0.753424657534247,0.5,0.5,0.663636363636364,0.685306255956671,-0.342653127978335,882.034246572602,582.41333336,211.666666666667,79.5280619886978,478.933333333333,562.933333333333,676.533333233333,690.6,774.6,888.1999999,,,"",0,1023.67362637143,666.839999996363,1539.57222222222,410.716911910802,466.06449788395,183.090090759715,18.7774522344832,153.707360493309,0.465647352704003,0.455286221972904,0.274563749566183,0.0121965387290372,0.263914563230475
6,1,2,2,AB_Driving,1,83,31.3253012048193,81.9277108433735,68,51,57,5,5,1,0.0175438596491228,26,17,9,0.087719298245614,0.894736842105263,0.346153846153846,0.653846153846154,0.379437869822485,1.75065926252871,-0.479604335449868,1049.6947368386,832.4555556,686.538461538462,121.291131009396,157.061538461538,194.961538561538,194.961538561538,843.6,881.5000001,881.5000001,,,"",0,1089.82419354516,996.29019607451,1503.63333333333,297.777700177953,316.326743654324,266.467323518618,81.9143129536387,126.847892244717,0.283680283160017,0.290254836998363,0.26745954599225,0.054477585151725,0.152377975486379
6,1,2,2,Chest_Picking,1,111,49.5495495495495,74.7747747747748,83,47,56,8,8,1,0.0178571428571429,55,36,19,0.142857142857143,0.839285714285714,0.345454545454545,0.654545454545455,0.403030303030303,1.46519218515465,-0.334974431300818,897.47678572875,762.278947373684,272.727272727273,70.5915362006309,474.772727372727,501.972727472727,501.972727472727,747.5000001,774.7000002,774.7000002,,,"",0,976.504687512656,810.614893634042,1351.08888889,342.404914982538,383.099416577665,222.30287599796,496.049121668212,166.046882851074,0.381519522763484,0.392317027738486,0.2742398119548,0.367147658268248,0.217829553634091
6,1,2,2,Mining,2,17,29.4117647058824,70.5882352941177,12,9,12,3,3,0,0,5,3,2,0.25,0.75,0.4,0.6,0.533333333333333,0.927836853331882,-0.210571323530141,1019.12500003333,312.25000005,180,27.3861278752583,625.5,665.2999999,726.6000001,805.5,845.2999999,906.6000001,,,"",0,1127.92000002667,842.400000044444,1549.3,365.444208182398,394.536372001332,207.281348617055,22.1085956134712,267.357074037344,0.358586246211648,0.349791095106039,0.24606048030166,0.0142700546140007,0.856227618877608
6,1,3,3,Treasure_Collect,2,115,28.695652173913,63.4782608695652,73,51,82,28,28,3,0.0365853658536585,33,22,11,0.341463414634146,0.621951219512195,0.333333333333333,0.666666666666667,0.506172839506173,0.839199781269581,0.0111274086606669,1028.69512195244,616.009090872727,290.909090909091,151.788579040957,397.390909090909,548.290909090909,722.990909090909,688.3,839.2,1013.9,,,"",0,1176.74000000091,735.080392160784,1511.73870967419,446.164434583757,461.196847698081,276.13636776345,150.727105913214,326.319703537447,0.433718820146583,0.391927569129735,0.37565465044135,0.0997044693958377,0.529731960733138
6,1,4,4,AB_Driving,2,81,29.6296296296296,61.7283950617284,50,40,57,11,11,6,0.105263157894737,24,10,14,0.192982456140351,0.701754385964912,0.583333333333333,0.416666666666667,0.722826086956522,0.656529806955619,-0.538693297725734,1149.94561403158,895.057142884286,741.666666666667,111.965315540385,565.733333333333,708.633333333333,732.333333333333,1307.4,1450.3,1474,,,"",0,1215.22647058529,1077.0224999925,1321.52941177059,363.287452140488,364.31052673055,278.412269933516,477.920284609754,402.107256442127,0.315917072692546,0.299788175742326,0.258501813969026,0.361641807100937,0.449253167397058
6,1,4,4,HR_Driving,3,6,50,66.6666666666667,4,2,3,1,1,0,0,3,2,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.861454598590915,-1.38777878078145e-16,1156.56666666667,578.5999999,250,50,674.9,776.8,776.8,924.9,1026.8,1026.8,,,"",0,1246.925,975.85,1518,317.130010143054,315.76279467347,72.0541810029092,0,0,0.274199507285691,0.253233189384662,0.073837353079786,0,0
6,1,4,4,Treasure_Collect,3,131,29.7709923664122,62.5954198473282,82,67,92,21,21,4,0.0434782608695652,39,15,24,0.228260869565217,0.728260869565217,0.615384615384615,0.384615384615385,0.797399783315276,0.451205255378495,-0.518983859810441,947.373913056413,698.166666652083,392.307692307692,141.206484465341,612.592307692308,1130.39230769231,1133.29230769231,1004.9,1522.7,1525.6,,,"",0,1062.15398231142,752.849253749254,1468.6999999996,416.018565683266,445.928894670412,251.882419265034,304.983350640461,407.214038026669,0.439128162544722,0.419834508081398,0.334572184286081,0.207655307850851,0.583261930821449
6,1,5,5,AB_Driving,3,85,29.4117647058824,72.9411764705882,62,52,60,0,0,8,0.133333333333333,25,10,15,0,0.866666666666667,0.6,0.4,0.6,5.47738176613128,-2.99203798620144,915.934999993333,893.19333336,606,76.8114574786861,375.6000001,375.6000001,375.6000001,981.6000001,981.6000001,981.6000001,,,"",0,915.934999993333,920.949999996154,883.337499975,252.445820219638,252.445820219638,237.35259244268,353.966733459567,290.76925430102,0.275615431467818,0.275615431467818,0.257725818387177,0.400715166592141,0.32553898852694
6,1,5,5,Conveyor_Belt,3,88,50,47.7272727272727,42,23,44,18,18,3,0.0681818181818182,44,19,25,0.409090909090909,0.522727272727273,0.568181818181818,0.431818181818182,0.961538461538462,0.0581370279417203,-0.200815603608372,1165.50227272136,905.66799996,463.636363636364,103.071230937321,1057.76363636364,1077.56363636364,1112.16363636364,1521.4,1541.2,1575.8,,,"",0,1297.16290322161,886.939130421739,1470.59523809714,426.189149235125,413.651121408257,289.260159304758,333.928937755288,364.032183490572,0.365669942659146,0.31888910820755,0.326133044966925,0.227070596384747,0.401948819552694
6,1,5,5,HR_Driving,3,78,28.2051282051282,82.0512820512821,64,50,56,6,6,0,0,22,14,8,0.107142857142857,0.892857142857143,0.363636363636364,0.636363636363636,0.407272727272727,1.59062248736037,-0.446555548163138,1018.08571428393,733.0874999875,365.909090909091,66.1642322384657,567.090909090909,574.690908990909,574.690908990909,933,940.5999999,940.5999999,,,"",0,1068.64193548226,956.457999998,1531.65,272.774465235862,302.214703591086,217.575367278641,8.04481199283114,188.878165111821,0.26792878183908,0.282802586681854,0.227480315161874,0.0052523827198323,0.257647504718115
6,1,5,5,Mining,4,124,31.4516129032258,75,93,75,85,4,4,6,0.0705882352941176,39,18,21,0.0470588235294118,0.882352941176471,0.538461538461538,0.461538461538462,0.565052231718898,1.5775072925509,-0.885312261565091,747.728235281059,577.104761888095,203.846153846154,74.6787993805677,526.653845953846,533.953846153846,540.553846153846,730.4999998,737.8,744.4,,,"",0,783.46629212236,731.287999986667,871.029999989,315.530237630943,349.975725763966,251.350298769735,624.996307630945,382.916522866441,0.421985184914596,0.446701701506398,0.34370904318725,0.71753706260271,0.663513019046429
6,1,6,6,Chest_Picking,4,202,49.5049504950495,57.9207920792079,117,61,102,25,25,15,0.147058823529412,100,56,44,0.245098039215686,0.598039215686274,0.44,0.56,0.582857142857143,0.84096620835556,-0.269513888681003,978.177227715525,629.131818158409,428.5,135.820551545862,374,536.5999999,567.4,802.5,965.0999999,995.9,,,"",0,1093.99523808943,858.518032781967,1160.6574999892,427.98410902935,448.51048039352,264.407279596566,552.778239448911,305.858173368997,0.437532276261309,0.409974801331683,0.307981043496283,0.476263014243267,0.486159123638514
6,1,6,6,HR_Driving,4,73,28.7671232876712,78.0821917808219,57,47,52,5,5,0,0,21,10,11,0.0961538461538462,0.903846153846154,0.523809523809524,0.476190476190476,0.579533941236069,1.24406557231816,-0.681749885944405,979.588461542308,786.145454527273,483.333333333333,63.9009650422694,524.666666666667,545.566666666667,593.966666666667,1008,1028.9,1077.3,,,"",0,1028.03684210877,921.627659578723,1524.42,323.323584453857,346.484702120658,283.194415262785,6.82326901125848,208.965625704168,0.330060629690147,0.337035296721396,0.307276384686885,0.00447597710031256,0.265810384707782
