Participant,Group,Tot_session,Inc_session,Game,BonusGames,TotalTrials,Perc_inhibitTrials,Perc_correct,CorrResponses,hits,go_trials,go_omissions,go_omissions_all,go_errors,P_go_errors,stop_trials,correct_inhibits,false_alarms,P_go_omission,P_Hit,P_false_alarm,P_corr_inhibit,P_val_adjusted,dprime,dprime_bias,mean_all_goRT,mean_stopRT,mean_SSD,SSD_std,mean_SSRT1,mean_SSRT2,mean_SSRT3,SSRT1_nRT,SSRT2_nRT,SSRT3_nRT,SSRT1_error_msg,SSRT2_error_msg,SSRT3_error_msg,FullSSRTExclude,mean_all_goRT2,mean_Corr_goRT,mean_InCorr_goRT,std_all_goRT,std_combined_goRT2,std_Corr_goRT,std_InCorr_goRT,std_StopRT,CovVar_all_goRT,CovVar_all_goRT2,CovVar_Corr_goRT,CovVar_InCorr_goRT,CovVar_StopRT
1,1,4,4,Conveyor_Belt,3,86,50,90.6976744186046,78,43,43,0,0,0,0,43,35,8,0,1,0.186046511627907,0.813953488372093,0.186046511627907,6.62328854220153,-2.41908459816631,1089.44186046512,928.25,513.953488372093,125.984495170064,425.046511627907,425.046511627907,425.046511627907,939,939,939,,,"",0,1089.44186046512,1089.44186046512,NaN,221.758695789728,221.758695789728,221.758695789728,NaN,194.72746522842,0.203552574797385,0.203552574797385,0.203552574797385,NaN,0.209779116863367
1,1,4,4,Mining,4,17,29.4117647058824,88.2352941176471,15,12,12,0,0,0,0,5,3,2,0,1,0.4,0.6,0.4,5.98407597240288,-2.73869088306564,844.75,652.5,370,57.0087712549569,422,422,422,792,792,792,,,"",0,844.75,844.75,NaN,144.901926080429,144.901926080429,144.901926080429,NaN,64.3467170879758,0.171532318532618,0.171532318532618,0.171532318532618,NaN,0.0986156583723767
1,1,5,5,AB_Driving,5,14,35.7142857142857,85.7142857142857,12,9,9,0,0,0,0,5,3,2,0,1,0.4,0.6,0.4,5.98407597240288,-2.73869088306564,1062.55555555556,786.5,970,44.7213595499958,97,97,97,1067,1067,1067,,,"",0,1062.55555555556,1062.55555555556,NaN,283.298919478663,283.298919478663,283.298919478663,NaN,142.128463018496,0.266620336223775,0.266620336223775,0.266620336223775,NaN,0.180710061053396
1,1,5,5,HR_Driving,5,114,28.9473684210526,75.4385964912281,86,77,81,1,1,0,0,33,9,24,0.0123456790123457,0.950617283950617,0.727272727272727,0.272727272727273,0.736363636363636,1.64161218905758,-1.42539144111203,548.641025641026,389.5,65.1515151515152,26.4718260752366,580.848484848485,591.848484848485,591.848484848485,646,657,657,,,"",0,561.088607594937,535.87012987013,1532,215.801915808148,241.275467096005,185.187412230603,0,104.752295813795,0.393339006240022,0.430013127748599,0.345582636366545,0,0.268940425709359
1,1,5,5,Mining,5,103,29.126213592233,84.4660194174757,87,71,73,1,1,1,0.0136986301369863,30,16,14,0.0136986301369863,0.972602739726027,0.466666666666667,0.533333333333333,0.473148148148148,2.28946238428521,-1.06107945823547,798.260273972603,651.357142857143,415,58.9418181856862,369,369,369,784,784,784,,,"",0,807.986486486486,782.112676056338,1371.5,181.25871836482,198.50692636501,153.38537360851,207.182286887658,66.2728708190117,0.227067191334441,0.245680997993188,0.196116721163411,0.151062549681122,0.101745826457524
1,1,6,6,Chest_Picking,5,112,49.1071428571429,84.8214285714286,95,57,57,0,0,0,0,55,38,17,0,1,0.309090909090909,0.690909090909091,0.473148148148148,6.2291577027258,-2.61615001790418,785.754385964912,853.176470588235,415,106.702960996975,NaN,NaN,NaN,NaN,NaN,NaN,stop RT larger than all go rt,stop RT larger than all go rt,"stop RT larger than all go rt",1,807.986486486486,785.754385964912,NaN,268.010346328921,198.50692636501,268.010346328921,NaN,209.425176165056,0.341086669213819,0.245680997993188,0.341086669213819,NaN,0.24546525060714
1,1,6,6,HR_Driving,5,108,29.6296296296296,81.4814814814815,88,73,76,0,0,0,0,32,15,17,0,0.960526315789474,0.53125,0.46875,0.53125,5.65231645653397,-2.9045706410001,504.506849315069,335.352941176471,104.6875,44.6480411736636,441.3125,441.3125,441.3125,546,546,546,,,"",0,504.506849315069,504.506849315069,NaN,213.212929778326,213.212929778326,213.212929778326,NaN,142.829418002941,0.42261652159488,0.42261652159488,0.42261652159488,NaN,0.425907754087001
1,1,7,7,AB_Driving,6,81,29.6296296296296,92.5925925925926,75,51,57,6,6,0,0,24,24,0,0.105263157894737,0.894736842105263,0,1,0,6.98284838850151,2.23930467398554,1252.54385964912,0,997.916666666667,10.2062072615966,NaN,NaN,NaN,0,0,0,n is 0,n value at 0,"n value at 0",1,1280.5873015873,1218.98039215686,1537.83333333333,166.525960028485,180.662368657816,141.909194937619,6.735478206235,0,0.132950202697999,0.141077744901799,0.116416306489168,0.00437984927250569,NaN
1,1,7,7,HR_Driving,7,18,33.3333333333333,83.3333333333333,15,12,12,0,0,0,0,6,3,3,0,1,0.5,0.5,0.5,5.73072886926708,-2.86536443463354,503.333333333333,403.666666666667,158.333333333333,37.6386326354541,412.666666666667,412.666666666667,412.666666666667,571,571,571,,,"",0,503.333333333333,503.333333333333,NaN,201.092621506216,201.092621506216,201.092621506216,NaN,137.383890370499,0.399521764581887,0.399521764581887,0.399521764581887,NaN,0.340339943114366
1,1,7,7,Treasure_Collect,7,123,30.0813008130081,83.739837398374,103,84,86,1,1,1,0.0116279069767442,37,19,18,0.0116279069767442,0.976744186046512,0.486486486486487,0.513513513513513,0.492209856915739,2.30308563168845,-1.11766298044074,811.627906976744,665.833333333333,477.027027027027,43.4527115165226,344.972972972973,348.972972972973,348.972972972973,822,826,826,,,"",0,819.873563218391,805.869047619048,1053.5,218.411271337659,230.356235981925,204.845094560126,672.458548908407,124.223351977278,0.26910271253637,0.280965561418603,0.254191540381585,0.638309016524354,0.186568238263746
