Participant,Group,Tot_session,Inc_session,Excludegame,Game,BonusGames,TotalTrials,Perc_correct,CorrResponses,hits,latehits,go_trials,go_omissions,go_omissions_all,go_error,stop_trials,P_Hit,P_go_errors,P_go_omission,mean_all_goRT,mean_all_goRT_2SD,mean_Corr_goRT,mean_Corr_goRT_2SD,std_all_goRT,std_all_goRT_2SD,std_Corr_goRT,std_Corr_goRT_2SD,CovVar_all_goRT,CovVar_all_goRT_2SD,CovVar_Corr_goRT,CovVar_Corr_goRT_2SD,mean_Stim_dur
17,3,2,2,0,Chest_Picking,1,130,79.2307692307692,103,103,0,130,14,14,9,0,0.792307692307692,0.0692307692307692,0.107692307692308,314.94920634127,301.659836057377,385.277669893204,375.893814421649,174.665672293592,160.807390381273,100.128619176829,69.744388680396,0.554583624206149,0.533075242906009,0.259886899763964,0.185542794280094,424.355870355
17,3,3,3,0,AB_Driving,2,99,88.8888888888889,88,88,0,99,7,7,4,0,0.888888888888889,0.0404040404040404,0.0707070707070707,386.449494930303,434.755681796591,434.755681796591,432.352380928571,142.921639272893,42.0295540747855,42.0295540747855,37.0152605428709,0.369832646045169,0.0966739615710183,0.0966739615710183,0.0856136387253669,461.602259438709
17,3,3,3,0,Treasure_Collect,2,177,62.1468926553672,110,110,0,177,27,27,18,0,0.621468926553672,0.101694915254237,0.152542372881356,168.594838705161,168.594838705161,237.565454539091,237.565454539091,128.01029117412,128.01029117412,81.3412682034599,81.3412682034599,0.759277639560393,0.759277639560393,0.342395186881329,0.342395186881329,303.822406083929
17,3,4,4,0,AB_Driving,2,99,88.8888888888889,88,88,0,99,9,9,2,0,0.888888888888889,0.0202020202020202,0.0909090909090909,384.479797968687,432.539772714773,432.539772714773,429.287804863415,144.521077465232,50.0035229578373,50.0035229578373,39.7261129163219,0.37588731118976,0.115604450994177,0.115604450994177,0.0925395794296123,460.459906052525
17,3,4,4,0,Conveyor_Belt,2,113,73.4513274336283,83,83,0,113,16,16,10,0,0.734513274336283,0.0884955752212389,0.141592920353982,235.200917426606,232.037037032407,308.878313246988,302.643037970886,158.244456628833,155.480019804389,99.7314223139604,88.1982465237199,0.67280543953751,0.67006552830044,0.32288256584143,0.291426649411986,392.190180584466
17,3,5,5,0,HR_Driving,3,129,79.8449612403101,103,103,0,129,20,20,0,0,0.798449612403101,0,0.155038759689922,251.516260170732,248.689344268853,300.354368941748,303.827083342708,128.782067406435,125.422538623371,70.8815634637471,51.7115613386554,0.512022830329206,0.504334188471621,0.235993116109772,0.170200631127825,332.277428396639
17,3,5,5,0,Mining,3,148,96.6216216216216,143,143,0,148,0,0,3,0,0.966216216216216,0.0202702702702703,0,337.417808226027,338.404477617164,344.496503503496,336.912213745801,98.4134485388706,63.5405818605176,86.2210240475733,58.0483194257361,0.291666432949342,0.187765192434601,0.250281274761032,0.172295087733249,344.517368057639
17,3,6,6,0,Chest_Picking,3,136,63.2352941176471,86,86,0,136,16,16,19,0,0.632352941176471,0.139705882352941,0.117647058823529,167.933884297521,165.6,236.279069767442,231.833333333333,125.736148046693,123.603418407489,77.336187581964,72.4556920416674,0.748724109923712,0.746397454151504,0.327308667915793,0.312533538641268,372.871157644615
17,3,6,6,0,HR_Driving,3,131,63.3587786259542,83,83,0,131,27,27,0,0,0.633587786259542,0,0.206106870229008,161.018181818182,158.100917431193,213.397590361446,210.158536585366,109.999498065425,106.146644279238,69.0655291096507,62.8282922650544,0.683149547605962,0.671385378427259,0.323647183610039,0.298956650944958,255.618735114634
17,3,7,7,0,AB_Driving,3,100,88,88,88,0,100,6,6,6,0,0.88,0.06,0.06,365.556999986,415.405681802273,415.405681802273,413.771764688235,140.109110619699,37.3200305503575,37.3200305503575,32.3408801159596,0.383275687854602,0.0898399617175225,0.0898399617175225,0.078161157613854,444.259868448913
17,3,7,7,0,Treasure_Collect,4,185,55.1351351351351,102,102,0,185,28,28,12,0,0.551351351351351,0.0648648648648649,0.151351351351351,132.576760569718,131.126241140426,184.567647067647,179.259183680612,95.9454733342149,94.7121146602542,56.2178438913395,50.5725707613654,0.723697523773481,0.722297183512072,0.304592082006305,0.282119831871325,226.780951403429
