Participant,Group,Tot_session,Inc_session,Excludegame,Game,BonusGames,TotalTrials,Perc_correct,CorrResponses,hits,latehits,go_trials,go_omissions,go_omissions_all,go_error,stop_trials,P_Hit,P_go_errors,P_go_omission,mean_all_goRT,mean_all_goRT_2SD,mean_Corr_goRT,mean_Corr_goRT_2SD,std_all_goRT,std_all_goRT_2SD,std_Corr_goRT,std_Corr_goRT_2SD,CovVar_all_goRT,CovVar_all_goRT_2SD,CovVar_Corr_goRT,CovVar_Corr_goRT_2SD,mean_Stim_dur
17,3,8,8,0,AB_Driving,4,100,89,89,89,0,100,7,7,4,0,0.89,0.04,0.07,364.132999948,409.138202188764,409.138202188764,409.314117588235,132.772140218188,34.7765186705374,34.7765186705374,29.2697314329734,0.364625398514138,0.0849994414711061,0.0849994414711061,0.0715092154784124,437.691499212371
17,3,8,8,0,Conveyor_Belt,4,119,64.7058823529412,77,77,0,119,11,11,12,0,0.647058823529412,0.100840336134454,0.092436974789916,147.301999985,141.521428557143,191.301298681818,184.921333314667,98.5491775697309,90.6659465619537,64.2121924364317,51.3931357794024,0.669028102671833,0.640651719575775,0.335659992268179,0.277918912102751,231.813146036283
17,3,9,9,0,HR_Driving,4,138,55.7971014492754,77,77,0,138,23,23,0,0,0.557971014492754,0,0.166666666666667,148.351000031,145.736363665657,192.663636403896,180.994444475,103.654291898567,100.812890421977,73.1162213513728,59.6415794582494,0.698709761827741,0.691748359066088,0.379501927380284,0.329521602893659,209.461978421232
17,3,9,9,0,Mining,4,130,97.6923076923077,127,127,0,130,0,0,1,0,0.976923076923077,0.00769230769230769,0,282.303125008594,281.065853661789,284.52598426063,279.672950819672,84.926041913762,74.6020654837403,81.4382795351652,73.2860805167325,0.300832808390544,0.265425573799905,0.286224401426081,0.262042075581296,281.636901645082
17,3,11,10,0,Chest_Picking,4,142,50,71,71,0,142,21,21,13,0,0.5,0.0915492957746479,0.147887323943662,107.642857142857,103.874757281553,159.19014084507,153.435294117647,83.5015175554668,79.698404193986,45.1231937665561,36.2167841221582,0.77572743581721,0.767254781428396,0.283454700944524,0.236039461001644,221.372553107463
17,3,11,10,0,HR_Driving,4,139,53.9568345323741,75,75,0,139,28,28,0,0,0.539568345323741,0,0.201438848920863,123.344660194175,118.623762376238,169.393333333333,160.402816901408,90.0284527226715,84.1703536270519,57.1504778380471,42.6717938684526,0.729893394500781,0.709557275380373,0.337383276622735,0.266028955680254,187.05399189542
17,3,12,11,0,HR_Driving,4,141,34.0425531914894,48,48,0,141,22,22,0,0,0.340425531914894,0,0.156028368794326,98.61,91.2058823529412,143.80625,134.826086956522,80.1223360813352,68.0786000574116,52.7893179323806,29.8112986394429,0.812517352006239,0.74642773361883,0.36708639528797,0.221109277235468,141.000393946985
17,3,12,11,0,Treasure_Collect,4,185,48.6486486486486,90,90,0,185,25,25,15,0,0.486486486486487,0.0810810810810811,0.135135135135135,111.13,105.296062992126,160.521111111111,150.578823529412,88.9836102407228,80.7453624414773,58.8164398298399,40.5167164035198,0.80071637038354,0.766841229833212,0.366409373961583,0.269073136938182,186.035979196591
17,3,13,12,0,Conveyor_Belt,4,121,42.9752066115703,52,52,0,121,16,16,16,0,0.429752066115702,0.132231404958678,0.132231404958678,104.308333332143,104.308333332143,168.498076921154,161.920408161224,92.0062965457602,92.0062965457602,52.4281113397608,46.4212145230589,0.882060844101401,0.882060844101401,0.311149612492573,0.286691560688491,227.5950643
17,3,13,12,0,HR_Driving,4,136,37.5,51,51,0,136,23,23,0,0,0.375,0,0.169117647058824,120.302702702703,104.858571428571,174.556862745098,163.459183673469,106.731457884657,85.1308276948872,83.4978880089837,62.0072607252817,0.887190856787455,0.81186331775345,0.478342052531696,0.379344000941233,159.682543062256
17,3,14,13,0,AB_Driving,4,93,86.0215053763441,80,80,0,93,8,8,5,0,0.860215053763441,0.0537634408602151,0.0860215053763441,311.204301075269,361.775,361.775,361.697368421053,129.426541120889,31.320303197847,31.320303197847,27.7416749010544,0.415889307036233,0.0865739843766069,0.0865739843766069,0.0766985809771229,396.381177211364
17,3,14,13,0,Mining,4,133,90.2255639097744,120,120,0,133,0,0,4,0,0.902255639097744,0.0300751879699248,0,223.008064516129,208.925,230.441666666667,216.129310344828,115.748711276096,85.4640484146906,110.094061833418,77.3793063194338,0.519033746726791,0.409065685842721,0.477752410950353,0.358023195447103,230.269572528788
17,3,15,14,0,AB_Driving,4,92,92.3913043478261,85,85,0,92,6,6,1,0,0.923913043478261,0.0108695652173913,0.0652173913043478,412.029347827174,445.961176471765,445.961176471765,438.26625,126.686306827936,45.5461045647025,45.5461045647025,33.4954821843903,0.307469134167295,0.102130200940454,0.102130200940454,0.0764272452747396,459.605639534884
17,3,15,14,0,Chest_Picking,4,132,97.7272727272727,129,129,0,132,0,0,2,0,0.977272727272727,0.0151515151515152,0,306.619847316031,303.8999999872,311.37364339845,306.689430882114,91.8748768057116,73.8032650756639,84.1493468879825,71.0307031442402,0.299637735814984,0.242853784398725,0.270251990404662,0.231604665801291,311.273070866142
17,3,16,15,0,HR_Driving,4,126,39.6825396825397,50,50,0,126,17,17,0,0,0.396825396825397,0,0.134920634920635,128.562686565672,116.559374998437,172.273999998,158.719148934043,95.5678813719473,79.2087511561347,67.955023569347,41.9005480822826,0.743356287309147,0.679557102611408,0.394458964034828,0.263991763840007,143.194366604202
17,3,16,15,0,Treasure_Collect,4,185,40,74,74,0,185,26,26,14,0,0.4,0.0756756756756757,0.140540540540541,103.542105262281,99.8473214267857,159.510810809459,152.189999998571,85.9969673214215,82.0493819199347,48.9682104548847,38.4976571842446,0.830550693397474,0.821748453012818,0.306989916272062,0.252957863096169,170.704544657746
17,3,17,16,0,Conveyor_Belt,4,118,54.2372881355932,64,64,0,118,21,21,6,0,0.542372881355932,0.0508474576271186,0.177966101694915,114.558241758242,110.430337079775,162.8875,153.130508476271,84.1781233988605,80.3881993342279,46.1043037599855,32.2924794009378,0.734806349214979,0.727953943273353,0.283043841669775,0.210882075180609,211.924122745536
17,3,17,16,0,HR_Driving,4,126,38.0952380952381,48,48,0,126,15,15,0,0,0.380952380952381,0,0.119047619047619,115.966666661905,100.72166666,152.20624999375,134.295555546667,94.7747414341245,64.1817443078387,78.8395661830611,30.2043792527927,0.817258477476426,0.637218847107576,0.517978507362861,0.224909745745807,129.444841712459
17,3,18,17,0,AB_Driving,4,93,88.1720430107527,82,82,0,93,7,7,4,0,0.881720430107527,0.043010752688172,0.0752688172043011,343.960215049462,390.101219507317,390.101219507317,389.767948714102,130.362949140322,32.8711607450706,32.8711607450706,29.2307812134089,0.379005894974149,0.084263158127487,0.084263158127487,0.0749953435366997,423.348913516484
17,3,18,17,0,Mining,4,132,97.7272727272727,129,129,0,132,0,0,0,0,0.977272727272727,0,0,269.731007747287,257.571544709756,269.731007747287,257.571544709756,87.1989139420939,67.9201369384302,87.1989139420939,67.9201369384302,0.323281014927996,0.263694256347167,0.323281014927996,0.263694256347167,260.96456
18,3,1,1,0,AB_Driving,0,87,73.5632183908046,64,64,0,87,19,19,4,0,0.735632183908046,0.0459770114942529,0.218390804597701,634.222988513793,634.222988513793,862.146875010937,822.866666678333,438.767521934882,438.767521934882,251.352192018645,205.733468074253,0.691819012998991,0.691819012998991,0.291542194612091,0.250020418137409,1286.5549646093
18,3,1,1,0,HR_Driving,1,23,69.5652173913043,16,16,0,23,3,3,0,0,0.695652173913043,0,0.130434782608696,304.105263152632,283.238888883333,361.12499999375,318.35714285,180.334677978564,160.231821538322,130.616663053151,62.2126466763951,0.593000844868817,0.565712646911002,0.361693771008408,0.195417781801452,861.293714986957
